order_id,order_date,ship_date,ship_mode,customer_id,product_id,quantity,discount
24226,09/28/2024,09/29/2024,First Class,CUST-747,PD-371,11,0.0
24227,02/27/2022,02/28/2022,First Class,CUST-409,PD-9,8,0.0
24228,10/24/2022,10/30/2022,Standard Class,CUST-977,PD-1167,4,0.1
24229,01/29/2020,02/03/2020,Standard Class,CUST-779,PD-1296,9,0.0
24230,09/29/2022,10/04/2022,Standard Class,CUST-370,PD-781,10,0.3
24231,01/16/2021,01/23/2021,Standard Class,CUST-616,PD-230,3,0.2
24232,06/11/2024,06/14/2024,Second Class,CUST-373,PD-1335,4,0.1
24233,04/26/2021,04/30/2021,Standard Class,CUST-231,PD-1408,9,0.2
24234,09/18/2021,09/22/2021,Standard Class,CUST-486,PD-1157,6,0.1
24235,02/25/2021,02/28/2021,Second Class,CUST-569,PD-1185,14,0.0
24236,09/03/2021,09/08/2021,Standard Class,CUST-37,PD-1111,7,0.2
24237,04/11/2024,04/16/2024,Standard Class,CUST-91,PD-277,12,0.0
24238,04/16/2023,04/22/2023,Standard Class,CUST-533,PD-363,11,0.0
24239,03/19/2022,03/26/2022,Standard Class,CUST-403,PD-322,12,0.0
24240,08/17/2020,08/22/2020,Standard Class,CUST-649,PD-274,10,0.1
24241,07/29/2021,08/01/2021,Second Class,CUST-966,PD-804,4,0.0
24242,07/17/2021,07/20/2021,Second Class,CUST-852,PD-1436,13,0.0
24243,01/29/2021,02/03/2021,Standard Class,CUST-656,PD-190,9,0.0
24244,09/27/2022,09/28/2022,First Class,CUST-756,PD-1541,14,0.0
24245,08/10/2024,08/17/2024,Standard Class,CUST-745,PD-3,4,0.0
24246,10/03/2022,10/04/2022,First Class,CUST-60,PD-279,5,0.0
24247,03/11/2022,03/12/2022,First Class,CUST-688,PD-1131,3,0.1
24248,11/20/2024,11/26/2024,Standard Class,CUST-609,PD-1365,3,0.0
24249,09/14/2024,09/17/2024,Second Class,CUST-198,PD-810,12,0.1
24250,08/03/2022,08/06/2022,Second Class,CUST-582,PD-1490,11,0.2
24251,05/04/2024,05/11/2024,Standard Class,CUST-59,PD-733,13,0.0
24252,06/22/2022,06/29/2022,Standard Class,CUST-439,PD-1297,3,0.0
24253,09/18/2022,09/24/2022,Standard Class,CUST-766,PD-1313,8,0.0
24254,10/03/2020,10/10/2020,Standard Class,CUST-984,PD-116,4,0.0
24255,12/23/2023,12/26/2023,Second Class,CUST-569,PD-1570,3,0.0
24256,09/03/2024,09/06/2024,Second Class,CUST-318,PD-1518,12,0.4
24257,10/17/2021,10/18/2021,First Class,CUST-179,PD-22,11,0.0
24258,09/07/2022,09/13/2022,Standard Class,CUST-922,PD-183,10,0.0
24259,03/16/2024,03/21/2024,Standard Class,CUST-757,PD-873,5,0.1
24260,02/03/2024,02/06/2024,Second Class,CUST-578,PD-216,12,0.0
24261,03/27/2024,04/02/2024,Standard Class,CUST-692,PD-772,4,0.2
24262,07/31/2022,07/31/2022,Same Day,CUST-899,PD-1550,10,0.2
24263,05/23/2023,05/24/2023,First Class,CUST-23,PD-1020,5,0.2
24264,11/16/2022,11/19/2022,Second Class,CUST-933,PD-537,3,0.0
24265,10/16/2022,10/17/2022,First Class,CUST-668,PD-615,2,0.0
24266,06/09/2023,06/15/2023,Standard Class,CUST-330,PD-1080,4,0.0
24267,06/19/2022,06/20/2022,First Class,CUST-252,PD-662,7,0.0
24268,10/17/2020,10/17/2020,Same Day,CUST-210,PD-1559,11,0.0
24269,07/23/2023,07/26/2023,Second Class,CUST-954,PD-443,2,0.0
24270,02/01/2024,02/02/2024,First Class,CUST-746,PD-395,4,0.0
24271,07/08/2021,07/11/2021,Second Class,CUST-547,PD-617,4,0.1
24272,12/13/2024,12/16/2024,Second Class,CUST-849,PD-902,6,0.0
24273,11/14/2023,11/21/2023,Standard Class,CUST-98,PD-1349,7,0.0
24274,02/28/2022,03/06/2022,Standard Class,CUST-372,PD-510,13,0.0
24275,05/20/2022,05/23/2022,Second Class,CUST-435,PD-1429,4,0.0
24276,03/21/2023,03/25/2023,Standard Class,CUST-898,PD-573,11,0.2
24277,02/25/2021,02/28/2021,Second Class,CUST-960,PD-161,6,0.0
24278,04/12/2024,04/15/2024,Second Class,CUST-397,PD-82,5,0.0
24279,08/09/2021,08/12/2021,Second Class,CUST-347,PD-945,9,0.1
24280,02/06/2023,02/09/2023,Second Class,CUST-662,PD-775,7,0.0
24281,10/04/2022,10/10/2022,Standard Class,CUST-213,PD-1142,14,0.0
24282,05/19/2023,05/25/2023,Standard Class,CUST-176,PD-874,5,0.0
24283,01/03/2020,01/08/2020,Standard Class,CUST-32,PD-969,4,0.0
24284,04/06/2024,04/12/2024,Standard Class,CUST-164,PD-865,5,0.0
24285,05/13/2023,05/19/2023,Standard Class,CUST-47,PD-39,1,0.2
24286,12/29/2022,01/04/2023,Standard Class,CUST-30,PD-1088,13,0.0
24287,05/22/2022,05/26/2022,Standard Class,CUST-483,PD-1515,9,0.7
24288,02/13/2022,02/18/2022,Standard Class,CUST-800,PD-607,6,0.2
24289,05/05/2022,05/10/2022,Standard Class,CUST-993,PD-1274,13,0.0
24290,08/04/2022,08/05/2022,First Class,CUST-943,PD-535,2,0.0
24291,04/06/2023,04/09/2023,Second Class,CUST-682,PD-1028,13,0.2
24292,06/24/2024,07/01/2024,Standard Class,CUST-125,PD-650,7,0.0
24293,10/02/2024,10/06/2024,Standard Class,CUST-882,PD-556,11,0.1
24294,01/07/2020,01/14/2020,Standard Class,CUST-59,PD-346,4,0.3
24295,08/25/2023,08/31/2023,Standard Class,CUST-548,PD-1298,6,0.0
24296,12/13/2023,12/16/2023,Second Class,CUST-677,PD-1066,14,0.1
24297,07/31/2021,08/06/2021,Standard Class,CUST-841,PD-1281,6,0.0
24298,08/15/2021,08/22/2021,Standard Class,CUST-180,PD-904,4,0.0
24299,02/27/2021,03/05/2021,Standard Class,CUST-529,PD-1467,8,0.0
24300,05/12/2023,05/18/2023,Standard Class,CUST-23,PD-1386,3,0.0
24301,08/28/2020,08/31/2020,Second Class,CUST-695,PD-1283,6,0.0
24302,01/14/2022,01/19/2022,Standard Class,CUST-945,PD-1408,14,0.0
24303,10/24/2020,10/29/2020,Standard Class,CUST-884,PD-423,11,0.1
24304,01/20/2023,01/26/2023,Standard Class,CUST-643,PD-417,2,0.0
24305,06/25/2020,06/28/2020,Second Class,CUST-218,PD-338,5,0.0
24306,11/20/2021,11/27/2021,Standard Class,CUST-288,PD-941,13,0.0
24307,02/16/2021,02/23/2021,Standard Class,CUST-311,PD-662,10,0.0
24308,05/17/2020,05/22/2020,Standard Class,CUST-804,PD-499,11,0.2
24309,01/02/2020,01/05/2020,Second Class,CUST-37,PD-190,2,0.0
24310,05/15/2022,05/18/2022,Second Class,CUST-66,PD-1182,7,0.0
24311,02/27/2021,03/04/2021,Standard Class,CUST-913,PD-1369,4,0.2
24312,10/26/2024,10/31/2024,Standard Class,CUST-319,PD-1420,7,0.0
24313,08/09/2023,08/16/2023,Standard Class,CUST-752,PD-1614,12,0.0
24314,03/24/2022,03/27/2022,Second Class,CUST-392,PD-1458,11,0.1
24315,09/04/2021,09/07/2021,Second Class,CUST-877,PD-355,3,0.0
24316,09/04/2021,09/07/2021,Second Class,CUST-826,PD-422,14,0.2
24317,09/16/2022,09/21/2022,Standard Class,CUST-456,PD-224,5,0.1
24318,05/22/2021,05/29/2021,Standard Class,CUST-55,PD-1479,2,0.0
24319,12/17/2022,12/23/2022,Standard Class,CUST-477,PD-1586,14,0.0
24320,08/16/2024,08/19/2024,Second Class,CUST-538,PD-681,12,0.0
24321,05/31/2024,06/05/2024,Standard Class,CUST-538,PD-377,4,0.3
24322,03/27/2024,04/02/2024,Standard Class,CUST-130,PD-1182,5,0.0
24323,10/07/2021,10/14/2021,Standard Class,CUST-33,PD-1360,1,0.0
24324,06/27/2023,07/03/2023,Standard Class,CUST-320,PD-1271,13,0.2
24325,01/02/2023,01/05/2023,Second Class,CUST-510,PD-513,13,0.0
24326,10/19/2023,10/22/2023,Second Class,CUST-808,PD-1168,7,0.0
24327,04/23/2020,04/27/2020,Standard Class,CUST-669,PD-1153,9,0.0
24328,12/02/2022,12/05/2022,Second Class,CUST-316,PD-1495,7,0.0
24329,04/03/2020,04/06/2020,Second Class,CUST-487,PD-1175,5,0.0
24330,02/27/2022,03/05/2022,Standard Class,CUST-637,PD-1280,9,0.0
24331,06/08/2021,06/11/2021,Second Class,CUST-534,PD-587,3,0.0
24332,01/26/2020,02/01/2020,Standard Class,CUST-188,PD-314,10,0.0
24333,04/13/2024,04/14/2024,First Class,CUST-450,PD-1523,3,0.0
24334,03/11/2021,03/16/2021,Standard Class,CUST-356,PD-1506,14,0.0
24335,01/01/2024,01/08/2024,Standard Class,CUST-136,PD-1484,7,0.1
24336,10/07/2020,10/11/2020,Standard Class,CUST-669,PD-732,10,0.2
24337,04/12/2022,04/16/2022,Standard Class,CUST-506,PD-381,14,0.0
24338,12/06/2021,12/13/2021,Standard Class,CUST-290,PD-903,1,0.0
24339,10/10/2020,10/15/2020,Standard Class,CUST-587,PD-42,9,0.3
24340,05/25/2024,05/28/2024,Second Class,CUST-308,PD-674,13,0.0
24341,07/22/2024,07/27/2024,Standard Class,CUST-506,PD-273,5,0.0
24342,01/16/2020,01/21/2020,Standard Class,CUST-753,PD-570,2,0.0
24343,03/22/2020,03/29/2020,Standard Class,CUST-496,PD-1217,8,0.1
24344,06/30/2020,07/06/2020,Standard Class,CUST-196,PD-157,4,0.2
24345,05/28/2022,06/02/2022,Standard Class,CUST-48,PD-696,12,0.3
24346,06/02/2024,06/05/2024,Second Class,CUST-316,PD-701,4,0.3
24347,01/20/2022,01/25/2022,Standard Class,CUST-203,PD-240,1,0.1
24348,03/04/2024,03/08/2024,Standard Class,CUST-358,PD-167,8,0.0
24349,02/04/2022,02/07/2022,Second Class,CUST-256,PD-3,13,0.2
24350,12/06/2022,12/11/2022,Standard Class,CUST-449,PD-1049,1,0.0
24351,01/03/2023,01/06/2023,Second Class,CUST-115,PD-1592,6,0.0
24352,12/05/2022,12/08/2022,Second Class,CUST-112,PD-87,6,0.0
24353,06/05/2020,06/08/2020,Second Class,CUST-551,PD-365,5,0.0
24354,06/28/2023,07/01/2023,Second Class,CUST-828,PD-180,9,0.0
24355,10/13/2024,10/18/2024,Standard Class,CUST-306,PD-1454,3,0.0
24356,09/20/2024,09/23/2024,Second Class,CUST-471,PD-1379,7,0.0
24357,11/29/2024,12/06/2024,Standard Class,CUST-537,PD-77,1,0.0
24358,12/07/2022,12/10/2022,Second Class,CUST-894,PD-1564,11,0.0
24359,04/04/2020,04/11/2020,Standard Class,CUST-130,PD-201,3,0.0
24360,03/29/2024,04/05/2024,Standard Class,CUST-186,PD-110,8,0.0
24361,04/17/2023,04/23/2023,Standard Class,CUST-861,PD-774,8,0.0
24362,09/20/2020,09/23/2020,Second Class,CUST-899,PD-1011,12,0.0
24363,07/18/2022,07/21/2022,Second Class,CUST-38,PD-346,12,0.0
24364,11/12/2023,11/18/2023,Standard Class,CUST-420,PD-945,6,0.1
24365,05/30/2023,06/05/2023,Standard Class,CUST-355,PD-648,14,0.0
24366,12/18/2021,12/25/2021,Standard Class,CUST-573,PD-533,7,0.0
24367,12/12/2023,12/19/2023,Standard Class,CUST-687,PD-765,8,0.0
24368,07/12/2021,07/15/2021,Second Class,CUST-611,PD-1592,3,0.1
24369,01/31/2023,02/05/2023,Standard Class,CUST-542,PD-1246,12,0.0
24370,10/12/2021,10/13/2021,First Class,CUST-57,PD-75,7,0.1
24371,11/01/2020,11/05/2020,Standard Class,CUST-974,PD-761,11,0.0
24372,01/07/2021,01/07/2021,Same Day,CUST-741,PD-1094,12,0.1
24373,05/27/2021,05/30/2021,Second Class,CUST-516,PD-1157,3,0.1
24374,10/09/2021,10/14/2021,Standard Class,CUST-767,PD-1446,6,0.0
24375,06/27/2024,06/30/2024,Second Class,CUST-373,PD-991,6,0.0
24376,03/05/2023,03/05/2023,Same Day,CUST-171,PD-792,3,0.0
24377,05/12/2021,05/19/2021,Standard Class,CUST-833,PD-1278,6,0.0
24378,01/23/2021,01/30/2021,Standard Class,CUST-578,PD-1022,13,0.0
24379,10/31/2021,11/04/2021,Standard Class,CUST-724,PD-690,13,0.1
24380,12/25/2020,12/29/2020,Standard Class,CUST-746,PD-851,4,0.0
24381,01/12/2023,01/16/2023,Standard Class,CUST-571,PD-1325,12,0.0
24382,10/11/2021,10/15/2021,Standard Class,CUST-475,PD-1264,3,0.0
24383,06/08/2024,06/14/2024,Standard Class,CUST-658,PD-168,5,0.0
24384,08/04/2023,08/07/2023,Second Class,CUST-28,PD-625,11,0.1
24385,05/05/2022,05/05/2022,Same Day,CUST-849,PD-1291,7,0.0
24386,10/02/2024,10/09/2024,Standard Class,CUST-230,PD-431,4,0.1
24387,05/31/2024,06/04/2024,Standard Class,CUST-266,PD-1037,1,0.4
24388,12/10/2024,12/15/2024,Standard Class,CUST-106,PD-427,4,0.1
24389,06/28/2020,07/03/2020,Standard Class,CUST-625,PD-1339,5,0.0
24390,11/24/2021,11/25/2021,First Class,CUST-432,PD-215,4,0.0
24391,02/29/2024,03/03/2024,Second Class,CUST-79,PD-1101,10,0.0
24392,04/17/2024,04/22/2024,Standard Class,CUST-393,PD-1050,9,0.2
24393,06/05/2024,06/10/2024,Standard Class,CUST-686,PD-1023,6,0.1
24394,10/18/2023,10/21/2023,Second Class,CUST-487,PD-838,2,0.0
24395,05/05/2021,05/09/2021,Standard Class,CUST-587,PD-574,14,0.0
24396,10/28/2021,10/31/2021,Second Class,CUST-331,PD-1080,1,0.0
24397,04/01/2023,04/08/2023,Standard Class,CUST-126,PD-1182,8,0.0
24398,03/21/2020,03/24/2020,Second Class,CUST-592,PD-623,6,0.3
24399,11/16/2021,11/23/2021,Standard Class,CUST-578,PD-1177,1,0.0
24400,02/14/2024,02/17/2024,Second Class,CUST-944,PD-1052,5,0.2
24401,06/11/2024,06/14/2024,Second Class,CUST-217,PD-465,12,0.0
24402,06/23/2023,06/28/2023,Standard Class,CUST-497,PD-374,12,0.0
24403,12/06/2020,12/13/2020,Standard Class,CUST-758,PD-458,12,0.0
24404,05/13/2023,05/16/2023,Second Class,CUST-692,PD-3,8,0.0
24405,09/23/2021,09/28/2021,Standard Class,CUST-475,PD-1322,10,0.0
24406,12/29/2022,01/03/2023,Standard Class,CUST-657,PD-1496,8,0.0
24407,09/27/2023,09/30/2023,Second Class,CUST-175,PD-159,14,0.0
24408,02/06/2024,02/13/2024,Standard Class,CUST-853,PD-675,10,0.0
24409,10/29/2021,11/05/2021,Standard Class,CUST-847,PD-1047,8,0.1
24410,10/21/2021,10/24/2021,Second Class,CUST-304,PD-275,8,0.0
24411,04/18/2022,04/24/2022,Standard Class,CUST-708,PD-515,7,0.0
24412,02/18/2021,02/23/2021,Standard Class,CUST-718,PD-703,2,0.4
24413,04/28/2023,05/01/2023,Second Class,CUST-45,PD-709,1,0.0
24414,08/08/2024,08/14/2024,Standard Class,CUST-96,PD-1083,10,0.0
24415,11/22/2023,11/26/2023,Standard Class,CUST-242,PD-3,14,0.1
24416,06/06/2024,06/09/2024,Second Class,CUST-799,PD-366,1,0.1
24417,09/12/2023,09/17/2023,Standard Class,CUST-273,PD-445,6,0.1
24418,12/04/2020,12/11/2020,Standard Class,CUST-175,PD-1021,3,0.2
24419,12/02/2020,12/05/2020,Second Class,CUST-317,PD-856,10,0.0
24420,04/27/2021,05/03/2021,Standard Class,CUST-631,PD-149,10,0.0
24421,10/26/2024,10/31/2024,Standard Class,CUST-352,PD-329,12,0.0
24422,06/23/2021,06/26/2021,Second Class,CUST-166,PD-610,14,0.0
24423,02/16/2022,02/23/2022,Standard Class,CUST-340,PD-109,8,0.0
24424,05/25/2021,05/28/2021,Second Class,CUST-880,PD-1182,5,0.0
24425,08/15/2023,08/18/2023,Second Class,CUST-254,PD-36,7,0.0
24426,08/18/2020,08/19/2020,First Class,CUST-396,PD-574,5,0.0
24427,12/10/2022,12/15/2022,Standard Class,CUST-844,PD-486,12,0.0
24428,08/25/2021,08/28/2021,Second Class,CUST-15,PD-1425,12,0.0
24429,11/20/2022,11/27/2022,Standard Class,CUST-15,PD-7,8,0.0
24430,02/05/2021,02/11/2021,Standard Class,CUST-550,PD-1030,5,0.0
24431,09/10/2022,09/17/2022,Standard Class,CUST-232,PD-942,11,0.0
24432,08/07/2024,08/13/2024,Standard Class,CUST-460,PD-669,3,0.1
24433,04/17/2020,04/20/2020,Second Class,CUST-661,PD-176,14,0.1
24434,05/04/2023,05/09/2023,Standard Class,CUST-515,PD-540,8,0.0
24435,10/15/2022,10/16/2022,First Class,CUST-553,PD-971,6,0.1
24436,01/27/2020,01/30/2020,Second Class,CUST-771,PD-511,13,0.0
24437,02/14/2020,02/17/2020,Second Class,CUST-232,PD-377,8,0.0
24438,01/29/2023,02/05/2023,Standard Class,CUST-276,PD-238,9,0.0
24439,08/31/2021,09/01/2021,First Class,CUST-730,PD-144,1,0.2
24440,03/21/2023,03/22/2023,First Class,CUST-127,PD-131,4,0.0
24441,01/28/2022,02/02/2022,Standard Class,CUST-491,PD-596,5,0.0
24442,07/09/2020,07/16/2020,Standard Class,CUST-958,PD-1064,14,0.0
24443,09/10/2024,09/16/2024,Standard Class,CUST-440,PD-364,9,0.0
24444,01/02/2020,01/08/2020,Standard Class,CUST-274,PD-1002,10,0.0
24445,10/18/2020,10/22/2020,Standard Class,CUST-553,PD-1616,7,0.0
24446,08/25/2020,08/29/2020,Standard Class,CUST-737,PD-1346,7,0.1
24447,04/22/2020,04/25/2020,Second Class,CUST-187,PD-995,13,0.0
24448,09/20/2024,09/25/2024,Standard Class,CUST-500,PD-33,13,0.0
24449,02/19/2024,02/22/2024,Second Class,CUST-258,PD-428,11,0.0
24450,04/03/2024,04/04/2024,First Class,CUST-545,PD-1439,8,0.0
24451,08/27/2022,09/02/2022,Standard Class,CUST-55,PD-917,2,0.0
24452,08/16/2020,08/19/2020,Second Class,CUST-473,PD-1190,9,0.0
24453,02/22/2022,02/26/2022,Standard Class,CUST-519,PD-224,12,0.0
24454,09/18/2023,09/21/2023,Second Class,CUST-998,PD-744,9,0.0
24455,08/22/2024,08/25/2024,Second Class,CUST-389,PD-1267,3,0.0
24456,07/28/2021,08/01/2021,Standard Class,CUST-510,PD-291,2,0.0
24457,02/28/2021,03/06/2021,Standard Class,CUST-31,PD-361,6,0.0
24458,10/25/2022,10/28/2022,Second Class,CUST-497,PD-1355,3,0.0
24459,08/07/2024,08/11/2024,Standard Class,CUST-898,PD-353,6,0.0
24460,08/12/2023,08/15/2023,Second Class,CUST-310,PD-685,5,0.4
24461,12/30/2024,01/06/2025,Standard Class,CUST-179,PD-827,14,0.0
24462,11/13/2021,11/20/2021,Standard Class,CUST-736,PD-1220,7,0.0
24463,09/08/2024,09/09/2024,First Class,CUST-947,PD-924,9,0.0
24464,01/02/2023,01/09/2023,Standard Class,CUST-426,PD-1019,13,0.0
24465,11/22/2024,11/27/2024,Standard Class,CUST-656,PD-1390,8,0.3
24466,08/20/2021,08/24/2021,Standard Class,CUST-201,PD-1196,7,0.0
24467,06/02/2022,06/07/2022,Standard Class,CUST-423,PD-483,11,0.0
24468,09/04/2020,09/10/2020,Standard Class,CUST-58,PD-1521,7,0.0
24469,09/14/2020,09/17/2020,Second Class,CUST-989,PD-1357,12,0.0
24470,06/09/2021,06/12/2021,Second Class,CUST-191,PD-1160,7,0.0
24471,02/18/2024,02/21/2024,Second Class,CUST-479,PD-1090,1,0.2
24472,10/24/2024,10/30/2024,Standard Class,CUST-968,PD-922,13,0.0
24473,03/09/2023,03/14/2023,Standard Class,CUST-762,PD-915,6,0.0
24474,12/28/2020,12/29/2020,First Class,CUST-460,PD-64,14,0.0
24475,11/22/2023,11/25/2023,Second Class,CUST-983,PD-42,1,0.3
24476,06/21/2024,06/22/2024,First Class,CUST-563,PD-352,12,0.1
24477,12/03/2023,12/06/2023,Second Class,CUST-434,PD-933,7,0.0
24478,10/30/2024,11/02/2024,Second Class,CUST-60,PD-727,4,0.0
24479,04/04/2020,04/11/2020,Standard Class,CUST-336,PD-989,8,0.0
24480,11/26/2023,12/03/2023,Standard Class,CUST-674,PD-883,11,0.1
24481,04/18/2024,04/24/2024,Standard Class,CUST-975,PD-942,2,0.0
24482,01/12/2022,01/15/2022,Second Class,CUST-326,PD-1148,9,0.1
24483,11/23/2024,11/26/2024,Second Class,CUST-418,PD-1067,13,0.2
24484,08/14/2020,08/18/2020,Standard Class,CUST-931,PD-436,13,0.0
24485,04/24/2023,04/27/2023,Second Class,CUST-534,PD-1229,12,0.0
24486,10/11/2024,10/16/2024,Standard Class,CUST-166,PD-1226,5,0.0
24487,12/22/2024,12/26/2024,Standard Class,CUST-218,PD-937,1,0.0
24488,10/23/2024,10/28/2024,Standard Class,CUST-340,PD-492,8,0.0
24489,12/22/2020,12/29/2020,Standard Class,CUST-18,PD-770,3,0.3
24490,10/30/2021,11/03/2021,Standard Class,CUST-245,PD-686,8,0.0
24491,06/29/2024,07/02/2024,Second Class,CUST-924,PD-334,5,0.0
24492,11/01/2023,11/05/2023,Standard Class,CUST-755,PD-863,2,0.0
24493,12/03/2020,12/07/2020,Standard Class,CUST-894,PD-863,5,0.2
24494,10/04/2021,10/08/2021,Standard Class,CUST-736,PD-1240,13,0.1
24495,08/24/2024,08/31/2024,Standard Class,CUST-561,PD-1328,6,0.3
24496,08/19/2021,08/25/2021,Standard Class,CUST-127,PD-65,5,0.2
24497,01/12/2024,01/19/2024,Standard Class,CUST-845,PD-1472,10,0.0
24498,11/18/2021,11/25/2021,Standard Class,CUST-333,PD-416,5,0.0
24499,09/17/2022,09/20/2022,Second Class,CUST-876,PD-47,2,0.1
24500,07/20/2023,07/23/2023,Second Class,CUST-517,PD-600,3,0.0
24501,10/29/2024,11/01/2024,Second Class,CUST-844,PD-551,3,0.0
24502,04/29/2024,05/06/2024,Standard Class,CUST-413,PD-1414,5,0.1
24503,04/30/2020,05/05/2020,Standard Class,CUST-150,PD-1090,2,0.0
24504,11/06/2020,11/07/2020,First Class,CUST-981,PD-1471,13,0.0
24505,02/05/2021,02/08/2021,Second Class,CUST-978,PD-1565,11,0.1
24506,01/22/2022,01/25/2022,Second Class,CUST-29,PD-780,9,0.0
24507,01/15/2023,01/18/2023,Second Class,CUST-302,PD-1072,2,0.0
24508,02/23/2022,02/24/2022,First Class,CUST-597,PD-1567,2,0.0
24509,01/23/2021,01/26/2021,Second Class,CUST-665,PD-1327,6,0.1
24510,05/20/2020,05/27/2020,Standard Class,CUST-210,PD-1491,4,0.0
24511,08/28/2024,08/29/2024,First Class,CUST-16,PD-111,4,0.0
24512,01/22/2020,01/25/2020,Second Class,CUST-708,PD-127,14,0.0
24513,06/08/2023,06/08/2023,Same Day,CUST-130,PD-264,9,0.0
24514,05/25/2024,05/29/2024,Standard Class,CUST-846,PD-186,12,0.2
24515,09/11/2021,09/15/2021,Standard Class,CUST-367,PD-1274,7,0.0
24516,02/26/2022,03/03/2022,Standard Class,CUST-606,PD-1591,14,0.0
24517,11/26/2020,12/01/2020,Standard Class,CUST-38,PD-1610,3,0.0
24518,07/14/2021,07/21/2021,Standard Class,CUST-447,PD-301,7,0.0
24519,11/02/2024,11/05/2024,Second Class,CUST-902,PD-86,13,0.0
24520,08/13/2023,08/16/2023,Second Class,CUST-784,PD-668,7,0.0
24521,03/15/2022,03/19/2022,Standard Class,CUST-283,PD-701,6,0.0
24522,02/23/2022,02/26/2022,Second Class,CUST-855,PD-977,4,0.0
24523,07/01/2024,07/06/2024,Standard Class,CUST-115,PD-476,2,0.0
24524,07/30/2020,08/04/2020,Standard Class,CUST-275,PD-222,12,0.0
24525,06/17/2021,06/18/2021,First Class,CUST-887,PD-894,1,0.1
24526,03/26/2021,03/29/2021,Second Class,CUST-87,PD-317,11,0.0
24527,06/17/2023,06/22/2023,Standard Class,CUST-856,PD-315,2,0.0
24528,07/18/2022,07/22/2022,Standard Class,CUST-258,PD-1263,8,0.0
24529,01/13/2024,01/13/2024,Same Day,CUST-726,PD-1173,13,0.1
24530,03/11/2024,03/14/2024,Second Class,CUST-358,PD-1012,5,0.1
24531,07/22/2021,07/29/2021,Standard Class,CUST-991,PD-1034,7,0.1
24532,11/28/2024,11/29/2024,First Class,CUST-353,PD-671,8,0.0
24533,05/31/2023,06/07/2023,Standard Class,CUST-699,PD-576,13,0.0
24534,07/08/2021,07/14/2021,Standard Class,CUST-290,PD-452,8,0.1
24535,11/17/2023,11/20/2023,Second Class,CUST-98,PD-1326,10,0.0
24536,03/10/2022,03/15/2022,Standard Class,CUST-700,PD-1422,5,0.0
24537,03/02/2020,03/05/2020,Second Class,CUST-563,PD-851,6,0.0
24538,12/01/2022,12/04/2022,Second Class,CUST-452,PD-343,3,0.0
24539,10/23/2021,10/29/2021,Standard Class,CUST-288,PD-1146,1,0.0
24540,04/27/2022,05/01/2022,Standard Class,CUST-805,PD-694,8,0.0
24541,02/09/2022,02/14/2022,Standard Class,CUST-682,PD-1358,12,0.0
24542,08/10/2021,08/13/2021,Second Class,CUST-590,PD-539,14,0.0
24543,03/26/2020,03/27/2020,First Class,CUST-416,PD-1556,9,0.1
24544,04/22/2020,04/27/2020,Standard Class,CUST-141,PD-1,10,0.0
24545,01/02/2023,01/06/2023,Standard Class,CUST-291,PD-92,6,0.2
24546,04/13/2021,04/18/2021,Standard Class,CUST-415,PD-607,11,0.0
24547,03/05/2021,03/09/2021,Standard Class,CUST-292,PD-998,4,0.0
24548,01/19/2023,01/26/2023,Standard Class,CUST-659,PD-1042,14,0.0
24549,07/01/2022,07/04/2022,Second Class,CUST-315,PD-820,2,0.2
24550,12/20/2020,12/23/2020,Second Class,CUST-851,PD-363,12,0.0
24551,06/19/2024,06/22/2024,Second Class,CUST-552,PD-231,9,0.0
24552,08/25/2023,08/30/2023,Standard Class,CUST-246,PD-816,6,0.3
24553,01/21/2022,01/24/2022,Second Class,CUST-959,PD-457,7,0.0
24554,08/05/2023,08/08/2023,Second Class,CUST-449,PD-637,9,0.2
24555,11/01/2022,11/05/2022,Standard Class,CUST-707,PD-1363,13,0.0
24556,02/02/2024,02/05/2024,Second Class,CUST-327,PD-1057,10,0.0
24557,03/11/2021,03/14/2021,Second Class,CUST-304,PD-1432,4,0.0
24558,01/22/2022,01/29/2022,Standard Class,CUST-964,PD-1000,4,0.0
24559,01/04/2020,01/07/2020,Second Class,CUST-403,PD-1430,5,0.0
24560,05/27/2021,06/02/2021,Standard Class,CUST-365,PD-576,14,0.0
24561,01/07/2020,01/10/2020,Second Class,CUST-578,PD-239,2,0.0
24562,03/21/2020,03/22/2020,First Class,CUST-475,PD-1570,4,0.0
24563,03/20/2020,03/24/2020,Standard Class,CUST-722,PD-288,6,0.0
24564,08/17/2023,08/20/2023,Second Class,CUST-855,PD-476,3,0.0
24565,10/19/2024,10/24/2024,Standard Class,CUST-908,PD-1520,10,0.0
24566,11/13/2020,11/20/2020,Standard Class,CUST-196,PD-1176,5,0.1
24567,05/14/2020,05/21/2020,Standard Class,CUST-526,PD-389,11,0.0
24568,05/17/2021,05/20/2021,Second Class,CUST-772,PD-862,7,0.0
24569,12/12/2023,12/15/2023,Second Class,CUST-65,PD-621,9,0.0
24570,09/06/2022,09/12/2022,Standard Class,CUST-814,PD-1549,11,0.1
24571,04/01/2020,04/06/2020,Standard Class,CUST-795,PD-1252,8,0.0
24572,12/24/2024,12/27/2024,Second Class,CUST-543,PD-239,2,0.0
24573,01/03/2020,01/03/2020,Same Day,CUST-268,PD-214,3,0.2
24574,09/16/2023,09/19/2023,Second Class,CUST-555,PD-351,14,0.0
24575,07/05/2020,07/08/2020,Second Class,CUST-849,PD-380,14,0.0
