product_id,product_name,category,sub_category,unit_price,cogs
PD-1133,Allen-Burke orchestrate,Furniture,Furnishings,7.95,4.18
PD-1134,"Walker, Wells and Henderson extend",Furniture,Chairs,17.93,4.0
PD-1135,Burgess Ltd synthesize,Office Supplies,Paper,18.83,10.33
PD-1136,Brown PLC enhance,Technology,Phones,4.74,1.3
PD-1137,Diaz-Ortega productize,Furniture,Bookcases,21.15,12.65
PD-1138,Mcintyre PLC target,Office Supplies,Binders,18.04,4.4
PD-1139,"Ford, Jordan and Swanson deliver",Technology,Accessories,30.07,11.71
PD-1140,Campbell-Davenport re-contextualize,Furniture,Bookcases,28.21,7.83
PD-1141,"Cardenas, Reynolds and Ramos mesh",Furniture,Furnishings,14.34,8.41
PD-1142,Hanson and Sons deploy,Office Supplies,Binders,5.28,1.95
PD-1143,"Diaz, Cameron and Johnson streamline",Technology,Accessories,5.61,1.14
PD-1144,"Gray, Wall and Brennan morph",Furniture,Chairs,25.78,10.3
PD-1145,Middleton-Parker optimize,Furniture,Bookcases,16.09,6.14
PD-1146,Wright-Richards incentivize,Office Supplies,Envelopes,3.78,1.38
PD-1147,"Garcia, Lucas and Riley cultivate",Furniture,Furnishings,25.79,5.6
PD-1148,Sharp-Murphy integrate,Furniture,Bookcases,13.6,4.47
PD-1149,"Johnson, Huff and Case architect",Office Supplies,Storage,25.54,8.52
PD-1150,"Matthews, Hall and Smith drive",Office Supplies,Binders,12.34,3.8
PD-1151,Lee Inc cultivate,Office Supplies,Paper,14.01,8.35
PD-1152,Mathis and Sons strategize,Office Supplies,Envelopes,20.98,10.6
PD-1153,"Martinez, Smith and Daniels architect",Technology,Phones,16.67,7.33
PD-1154,Clark-Collins maximize,Technology,Accessories,29.59,12.23
PD-1155,"Lara, Davis and Barton aggregate",Office Supplies,Art,10.37,4.17
PD-1156,Graham Inc productize,Technology,Phones,19.35,10.11
PD-1157,"Riggs, Dorsey and Schneider syndicate",Furniture,Furnishings,30.29,8.16
PD-1158,Greer Inc architect,Technology,Accessories,12.22,5.29
PD-1159,Mcpherson-Dunn empower,Technology,Phones,4.74,1.52
PD-1160,Benton-Snyder incentivize,Furniture,Chairs,9.05,5.16
PD-1161,Jennings-Lambert exploit,Office Supplies,Paper,22.3,12.3
PD-1162,Harding and Sons synergize,Office Supplies,Fasteners,12.55,4.09
PD-1163,Bonilla-Sexton matrix,Technology,Accessories,22.78,11.77
PD-1164,"Gilbert, Gomez and Frazier benchmark",Office Supplies,Envelopes,20.46,6.82
PD-1165,Beasley and Sons expedite,Technology,Accessories,3.54,2.02
PD-1166,Pena-Miller cultivate,Office Supplies,Envelopes,9.79,3.04
PD-1167,"Cruz, Patel and Black re-contextualize",Office Supplies,Envelopes,4.11,1.93
PD-1168,Holder LLC extend,Technology,Phones,5.96,1.48
PD-1169,"Pineda, Nguyen and Pollard repurpose",Technology,Phones,17.64,10.15
PD-1170,Powell-Burton unleash,Furniture,Bookcases,9.68,3.43
PD-1171,"Wong, Banks and Hamilton transition",Furniture,Furnishings,4.8,2.6
PD-1172,Flowers and Sons seize,Office Supplies,Envelopes,27.55,7.09
PD-1173,Franklin-Lopez disintermediate,Technology,Phones,21.61,6.25
PD-1174,Thompson-Tapia mesh,Office Supplies,Storage,26.56,7.51
PD-1175,Griffin-Tate productize,Furniture,Furnishings,10.6,2.18
PD-1176,"Harris, Velazquez and Wilson target",Office Supplies,Art,13.18,2.78
PD-1177,Barton Inc facilitate,Technology,Phones,28.58,6.01
PD-1178,Hayes Group e-enable,Office Supplies,Storage,8.25,4.26
PD-1179,Tucker-White transform,Office Supplies,Envelopes,9.67,5.05
PD-1180,"Patel, Sanchez and Reid envisioneer",Furniture,Bookcases,26.83,12.63
PD-1181,"Silva, Johnson and Baldwin enable",Furniture,Chairs,19.13,9.53
PD-1182,"Chapman, Gray and Best synthesize",Furniture,Furnishings,17.46,6.86
PD-1183,Johnson-Tapia morph,Technology,Phones,26.11,6.87
PD-1184,Wilkins Group enable,Technology,Accessories,26.95,6.16
PD-1185,"Salazar, Alexander and Ward synthesize",Office Supplies,Binders,14.23,4.81
PD-1186,"Jones, Peters and Lopez grow",Office Supplies,Fasteners,15.68,4.68
PD-1187,Walker-Velasquez drive,Furniture,Chairs,13.54,4.29
PD-1188,Powell Ltd synthesize,Technology,Phones,8.67,5.15
PD-1189,"Baxter, Rush and Gardner enhance",Technology,Phones,26.92,15.86
PD-1190,"Robertson, Rios and Holder generate",Office Supplies,Fasteners,7.91,3.64
PD-1191,Smith-Lopez architect,Office Supplies,Envelopes,10.95,6.27
PD-1192,Horn-Ewing transition,Furniture,Chairs,16.38,4.43
PD-1193,Lewis LLC deploy,Office Supplies,Envelopes,16.04,4.24
PD-1194,Cruz PLC strategize,Technology,Phones,19.24,6.5
PD-1195,Perry-Serrano repurpose,Furniture,Bookcases,7.76,2.03
PD-1196,Franco Ltd whiteboard,Office Supplies,Art,10.85,5.59
PD-1197,Williams-Sanchez revolutionize,Furniture,Furnishings,14.49,4.61
PD-1198,"Reed, Quinn and Ryan mesh",Furniture,Furnishings,13.0,3.46
PD-1199,Trevino LLC maximize,Furniture,Bookcases,26.79,11.17
PD-1200,Nguyen Group embrace,Furniture,Furnishings,20.8,6.5
PD-1201,"Ortiz, Page and Guzman unleash",Office Supplies,Art,20.21,7.1
PD-1202,"Wiggins, Warren and Stevens generate",Technology,Accessories,9.94,5.71
PD-1203,Jones Ltd mesh,Furniture,Bookcases,19.41,11.32
PD-1204,Kirk-Little utilize,Furniture,Chairs,28.04,7.26
PD-1205,Barker and Sons productize,Office Supplies,Storage,12.12,3.26
PD-1206,Garcia Group harness,Furniture,Furnishings,25.61,12.73
PD-1207,Brown-Wood e-enable,Furniture,Chairs,16.36,9.49
PD-1208,"Cooper, Tapia and Davis cultivate",Office Supplies,Envelopes,17.71,5.62
PD-1209,Gardner LLC facilitate,Technology,Accessories,26.14,12.3
PD-1210,Johnson-Ortiz cultivate,Furniture,Chairs,23.24,5.85
PD-1211,English and Sons engineer,Office Supplies,Fasteners,28.63,16.52
PD-1212,Williams Inc strategize,Office Supplies,Fasteners,9.89,5.74
PD-1213,"Davis, Mckinney and Stevenson synergize",Furniture,Furnishings,20.29,10.81
PD-1214,"Smith, Pena and Thomas orchestrate",Technology,Accessories,2.65,0.79
PD-1215,Ayala and Sons expedite,Technology,Phones,8.57,2.3
PD-1216,Martin Group synthesize,Technology,Accessories,20.67,9.98
PD-1217,Smith Ltd architect,Technology,Accessories,12.38,3.26
PD-1218,Clements-Parsons envisioneer,Office Supplies,Envelopes,10.36,2.69
PD-1219,"Silva, Donovan and Taylor incubate",Furniture,Bookcases,4.15,1.32
PD-1220,Marshall Inc seize,Furniture,Bookcases,24.41,14.11
PD-1221,Mcmahon Group brand,Furniture,Bookcases,27.04,12.16
PD-1222,"Lewis, Reed and Hernandez benchmark",Furniture,Furnishings,16.92,7.6
PD-1223,Reeves LLC integrate,Technology,Phones,15.31,5.58
PD-1224,Thomas Inc visualize,Technology,Accessories,24.71,13.63
PD-1225,Fernandez-Macdonald disintermediate,Furniture,Chairs,27.39,15.98
PD-1226,Miller-Ramirez grow,Office Supplies,Paper,12.48,4.68
PD-1227,"Caldwell, Gomez and Richardson visualize",Office Supplies,Paper,20.15,5.05
PD-1228,Graham-Day strategize,Technology,Phones,21.32,4.94
PD-1229,"Brown, Burch and Ramirez iterate",Technology,Accessories,5.62,2.08
PD-1230,"Smith, Gates and Patterson engage",Furniture,Chairs,11.9,4.0
PD-1231,Pierce PLC target,Furniture,Chairs,17.77,8.45
PD-1232,"James, Zhang and Sawyer reinvent",Furniture,Chairs,20.42,10.27
PD-1233,"Young, Griffin and Palmer monetize",Technology,Accessories,22.65,4.69
PD-1234,"Vargas, White and Herrera orchestrate",Office Supplies,Envelopes,26.22,15.25
PD-1235,Mora-Ibarra enable,Office Supplies,Paper,27.15,9.89
PD-1236,Stafford-Davis matrix,Office Supplies,Storage,11.79,4.77
PD-1237,"Campbell, Morales and Williams disintermediate",Office Supplies,Envelopes,7.64,4.01
PD-1238,Morris Ltd engage,Furniture,Furnishings,7.07,3.43
PD-1239,Hill Inc embrace,Technology,Accessories,5.62,2.04
PD-1240,Tran-Thompson syndicate,Office Supplies,Art,18.34,10.74
PD-1241,Scott-Scott syndicate,Office Supplies,Binders,3.75,1.97
PD-1242,"Sawyer, Smith and Hernandez leverage",Office Supplies,Paper,26.67,10.36
PD-1243,Allen-Walters leverage,Office Supplies,Paper,16.45,3.39
PD-1244,"Wilson, Townsend and Smith empower",Office Supplies,Binders,8.12,4.5
PD-1245,"Lamb, Gonzalez and Anderson monetize",Furniture,Chairs,8.51,2.93
PD-1246,"Lopez, Kramer and Edwards cultivate",Office Supplies,Envelopes,14.57,5.29
PD-1247,"Kirk, Marquez and Bradley facilitate",Office Supplies,Art,15.92,4.17
PD-1248,"Garrett, Mitchell and Collins grow",Office Supplies,Storage,4.5,2.46
PD-1249,"Fletcher, Elliott and Black unleash",Office Supplies,Storage,19.65,11.7
PD-1250,Griffith-Johnson redefine,Office Supplies,Art,2.34,0.73
PD-1251,"Smith, Harris and Oneill grow",Technology,Phones,6.92,2.38
PD-1252,Wolf PLC orchestrate,Furniture,Furnishings,18.28,10.06
PD-1253,"Flores, Page and Long harness",Furniture,Chairs,9.23,5.47
PD-1254,"Gibson, Fisher and Turner visualize",Technology,Accessories,3.11,0.94
PD-1255,"Harper, Rodriguez and Torres architect",Office Supplies,Binders,27.96,6.7
PD-1256,Baxter-Moon leverage,Office Supplies,Binders,3.12,1.36
PD-1257,"Estes, Marshall and Garcia deliver",Furniture,Furnishings,9.35,4.61
PD-1258,Fields LLC monetize,Office Supplies,Storage,25.41,5.23
PD-1259,Hall-James revolutionize,Technology,Accessories,9.55,4.45
PD-1260,"Watts, Miller and Rosario facilitate",Furniture,Furnishings,6.44,1.56
PD-1261,Morris and Sons brand,Furniture,Chairs,23.59,12.51
PD-1262,"Matthews, Holt and Patel reinvent",Furniture,Furnishings,25.73,8.9
PD-1263,Harris Group mesh,Office Supplies,Storage,29.25,16.7
PD-1264,Yang Ltd drive,Technology,Phones,5.46,1.38
PD-1265,Montgomery-Cannon e-enable,Office Supplies,Paper,15.4,8.72
PD-1266,Gutierrez Ltd target,Furniture,Bookcases,18.37,5.9
PD-1267,Franklin-Riggs engineer,Office Supplies,Envelopes,5.24,1.71
PD-1268,"Kelly, Bell and Schneider maximize",Furniture,Bookcases,18.03,6.14
PD-1269,Weaver-Lynch evolve,Technology,Accessories,27.0,14.34
PD-1270,"Holmes, Carlson and Fernandez incentivize",Technology,Phones,29.96,11.39
PD-1271,Collins LLC utilize,Furniture,Chairs,9.62,2.25
PD-1272,"Johnson, Orr and Valdez matrix",Furniture,Furnishings,8.71,3.28
PD-1273,Rodriguez-Clark orchestrate,Technology,Phones,27.86,10.04
PD-1274,"Martin, Williams and Porter seize",Technology,Accessories,14.91,8.56
PD-1275,Barber LLC empower,Office Supplies,Binders,27.14,8.86
PD-1276,Charles and Sons deliver,Technology,Accessories,13.42,7.53
PD-1277,Cook LLC leverage,Office Supplies,Fasteners,6.28,3.07
PD-1278,Hodge-Ray envisioneer,Office Supplies,Art,16.06,6.54
PD-1279,"Dudley, Richards and Barton incentivize",Technology,Phones,28.42,16.98
PD-1280,Bryan-Gomez extend,Furniture,Bookcases,21.45,8.1
PD-1281,Chandler LLC orchestrate,Technology,Accessories,9.55,4.44
PD-1282,"Kennedy, Ayala and Weber synthesize",Technology,Phones,16.69,8.86
PD-1283,Miles and Sons architect,Office Supplies,Fasteners,4.34,2.4
PD-1284,Conner PLC innovate,Furniture,Bookcases,29.32,7.66
PD-1285,Shah Ltd enable,Technology,Accessories,11.16,3.65
PD-1286,Compton Ltd integrate,Technology,Phones,26.84,10.11
PD-1287,"Brown, Boyd and Richards implement",Technology,Phones,18.04,7.16
PD-1288,"Rivera, Knight and Gomez syndicate",Technology,Phones,26.95,12.49
PD-1289,Thomas LLC benchmark,Office Supplies,Envelopes,28.15,16.65
PD-1290,Gallegos-Kidd empower,Technology,Phones,10.35,4.95
PD-1291,"Miller, Campbell and Reed aggregate",Office Supplies,Art,6.31,2.22
PD-1292,Riddle-Campbell incentivize,Office Supplies,Envelopes,7.23,4.28
PD-1293,Mckenzie PLC embrace,Office Supplies,Storage,5.5,2.95
PD-1294,Flores-Thomas transition,Technology,Accessories,23.74,9.84
PD-1295,"Reid, Butler and Prince matrix",Technology,Accessories,20.22,11.63
PD-1296,"Kim, Lozano and Edwards productize",Office Supplies,Fasteners,23.93,9.1
PD-1297,"Valdez, Joyce and Brown integrate",Office Supplies,Storage,19.83,4.54
PD-1298,"King, Jones and Wright facilitate",Technology,Phones,7.62,4.03
PD-1299,"Bennett, Valdez and Nichols deploy",Office Supplies,Envelopes,18.94,3.85
PD-1300,Jones-Drake scale,Technology,Accessories,2.51,1.05
PD-1301,"Calderon, Stevens and Dennis synergize",Office Supplies,Art,17.13,9.78
PD-1302,Jones Group incubate,Office Supplies,Art,10.16,5.01
PD-1303,Cannon-Barnes enhance,Office Supplies,Envelopes,4.12,2.02
PD-1304,Robinson-Walton aggregate,Furniture,Chairs,27.06,5.98
PD-1305,Hardin Inc re-contextualize,Technology,Accessories,19.56,4.33
PD-1306,"King, Meyer and Lopez integrate",Office Supplies,Paper,10.65,5.02
PD-1307,Flores-Hamilton transition,Office Supplies,Storage,25.9,7.69
PD-1308,Delgado-Hammond re-contextualize,Furniture,Furnishings,22.4,5.65
PD-1309,Fox Inc seize,Furniture,Chairs,17.1,9.46
PD-1310,Owens Inc deliver,Technology,Accessories,6.5,2.41
PD-1311,Robles PLC grow,Office Supplies,Envelopes,26.59,14.77
PD-1312,Brewer Ltd target,Office Supplies,Fasteners,6.99,3.67
PD-1313,"Smith, Williams and Carpenter morph",Furniture,Chairs,15.27,4.0
PD-1314,"Wright, Thomas and Jones target",Office Supplies,Storage,22.87,7.59
PD-1315,White-Miller unleash,Office Supplies,Storage,21.33,5.53
PD-1316,"Sosa, Ayala and Jones reinvent",Technology,Phones,11.26,5.64
PD-1317,"Gilbert, Jones and Smith integrate",Furniture,Furnishings,24.1,6.36
PD-1318,"Ho, Vargas and Blanchard visualize",Office Supplies,Storage,2.23,1.16
PD-1319,"Sanchez, Lucas and Parker streamline",Furniture,Chairs,18.35,3.93
PD-1320,Massey PLC integrate,Technology,Phones,4.33,2.39
PD-1321,Bradshaw-Evans empower,Technology,Accessories,20.93,4.76
PD-1322,"Bowman, Spencer and Smith enable",Office Supplies,Storage,4.1,1.37
PD-1323,"Graham, Hill and Lewis re-intermediate",Technology,Phones,5.15,2.07
PD-1324,"Levine, Oliver and Long re-intermediate",Office Supplies,Binders,3.28,1.88
PD-1325,"Mcdonald, Taylor and Acosta productize",Furniture,Chairs,14.48,4.35
PD-1326,Lynch Group exploit,Office Supplies,Storage,6.47,3.53
PD-1327,"Petersen, Snyder and Mcdonald drive",Furniture,Bookcases,9.61,5.73
PD-1328,Cantu-Caldwell visualize,Technology,Accessories,11.05,3.38
PD-1329,"Fowler, Richardson and Moody expedite",Office Supplies,Storage,3.35,0.75
PD-1330,Burns Group envisioneer,Furniture,Furnishings,26.65,8.37
PD-1331,"Young, Ellis and Andrews re-contextualize",Furniture,Chairs,18.18,6.66
PD-1332,Davis Ltd seize,Office Supplies,Storage,15.04,3.94
PD-1333,Hart and Sons e-enable,Technology,Phones,12.33,5.7
PD-1334,Walker-Gomez expedite,Office Supplies,Storage,24.09,12.52
PD-1335,"Nguyen, Gibson and Barrett harness",Technology,Phones,29.94,11.24
PD-1336,Johnson Inc re-contextualize,Office Supplies,Binders,13.21,4.75
PD-1337,"Melton, Moon and Johnson transform",Office Supplies,Storage,15.44,6.21
PD-1338,Thomas Group redefine,Furniture,Chairs,7.89,2.79
PD-1339,"Henderson, Ward and Jensen embrace",Furniture,Furnishings,10.81,5.17
PD-1340,Meyers-Brown re-intermediate,Furniture,Bookcases,9.61,5.23
PD-1341,"Riggs, Leach and Smith seize",Technology,Phones,12.77,5.28
PD-1342,Knight-Perry redefine,Office Supplies,Binders,15.24,3.66
PD-1343,Brady PLC expedite,Furniture,Chairs,22.64,13.47
PD-1344,Potter-Ramos reinvent,Office Supplies,Envelopes,25.44,6.43
PD-1345,Robinson-Harrington revolutionize,Furniture,Furnishings,24.42,8.36
PD-1346,Wagner-Medina enable,Furniture,Furnishings,26.59,9.07
PD-1347,Cantu Inc redefine,Technology,Phones,20.37,10.31
PD-1348,Chandler Group whiteboard,Office Supplies,Storage,28.71,5.93
PD-1349,"Johnson, Smith and Williams whiteboard",Furniture,Furnishings,30.07,16.73
PD-1350,"Rodgers, Duran and Reed incentivize",Furniture,Furnishings,11.58,3.14
PD-1351,"Walsh, Fletcher and Roberson strategize",Technology,Phones,12.45,5.65
PD-1352,Williams Inc synergize,Office Supplies,Paper,13.23,3.08
PD-1353,"Ali, Moss and May unleash",Technology,Phones,18.17,6.65
PD-1354,"Hale, Butler and Cunningham leverage",Technology,Phones,27.03,6.08
PD-1355,Rhodes-Larson redefine,Technology,Phones,4.67,2.04
PD-1356,"Ali, Perez and Hammond exploit",Technology,Phones,13.14,2.73
PD-1357,Adams-Reyes maximize,Office Supplies,Storage,8.87,2.48
PD-1358,Chang Inc harness,Furniture,Chairs,18.43,6.85
PD-1359,"Young, Bradley and Anderson syndicate",Furniture,Furnishings,28.1,10.3
PD-1360,"Conley, Nguyen and Fox visualize",Office Supplies,Binders,27.94,5.6
PD-1361,Johnson LLC enhance,Office Supplies,Storage,4.43,1.42
PD-1362,Williams-Mitchell brand,Technology,Accessories,5.52,1.62
PD-1363,Gross-Miller transform,Furniture,Furnishings,13.92,6.34
PD-1364,Sanders Ltd harness,Office Supplies,Fasteners,19.45,5.98
PD-1365,Chang PLC integrate,Technology,Accessories,27.02,8.47
PD-1366,Munoz-Miller harness,Technology,Phones,12.24,3.1
PD-1367,"Collins, Herrera and Mendez reinvent",Technology,Accessories,2.67,0.57
PD-1368,Monroe-Sanders orchestrate,Technology,Accessories,13.6,5.88
PD-1369,Morse-Bullock unleash,Furniture,Bookcases,2.42,0.84
PD-1370,Salazar LLC re-contextualize,Technology,Phones,23.67,9.62
PD-1371,Brown-Schwartz engage,Technology,Accessories,15.03,7.73
PD-1372,Wall-Maxwell enable,Technology,Accessories,7.71,3.22
PD-1373,Mitchell-Vincent disintermediate,Office Supplies,Envelopes,20.99,7.54
PD-1374,"Bush, Kelley and Soto incubate",Technology,Accessories,20.38,10.51
PD-1375,"Morgan, Conner and Miller implement",Technology,Accessories,17.94,8.58
PD-1376,"Wang, Benitez and Winters engineer",Office Supplies,Paper,24.59,12.26
PD-1377,"Gray, Spencer and Liu synthesize",Technology,Phones,3.42,0.72
PD-1378,Kerr Ltd grow,Office Supplies,Fasteners,6.1,2.94
PD-1379,Summers-Torres syndicate,Technology,Phones,17.1,9.65
PD-1380,Erickson PLC cultivate,Furniture,Furnishings,21.51,4.31
PD-1381,Roman Inc transform,Office Supplies,Paper,5.95,1.8
PD-1382,Watson-Avila syndicate,Furniture,Chairs,22.71,7.93
PD-1383,Parker and Sons incubate,Technology,Phones,8.13,3.15
PD-1384,"Rollins, Wilson and Huff extend",Technology,Accessories,3.84,1.53
PD-1385,Mcclain-Roberts integrate,Technology,Phones,6.99,2.62
PD-1386,Ruiz-Hunt deploy,Technology,Accessories,7.11,3.5
PD-1387,Guerrero-Meza extend,Technology,Phones,12.92,2.87
PD-1388,"Hall, Pace and Smith scale",Office Supplies,Storage,18.2,10.0
PD-1389,Garcia-Romero integrate,Furniture,Chairs,17.25,5.45
PD-1390,Black-Lewis incubate,Office Supplies,Envelopes,4.15,2.36
PD-1391,Gutierrez-Ramirez strategize,Technology,Accessories,19.92,10.66
PD-1392,"Walls, Hughes and Michael maximize",Technology,Accessories,2.28,1.19
PD-1393,"Moran, Escobar and Roth grow",Technology,Accessories,21.4,7.89
PD-1394,King-Griffin optimize,Office Supplies,Binders,17.47,10.4
PD-1395,"Montoya, Rose and Marshall disintermediate",Technology,Phones,19.94,9.18
PD-1396,Hoffman-Carter embrace,Office Supplies,Paper,26.95,7.13
PD-1397,Camacho-Mccarthy scale,Technology,Accessories,19.65,6.43
PD-1398,"Woodard, Anderson and Harris incentivize",Furniture,Bookcases,28.62,16.83
PD-1399,"Matthews, Hahn and Murray re-intermediate",Furniture,Chairs,19.57,4.41
PD-1400,Castaneda-Diaz visualize,Office Supplies,Binders,22.72,8.04
PD-1401,"Brewer, Rice and Sharp incentivize",Furniture,Furnishings,23.04,9.11
PD-1402,"Mitchell, Fields and Roberts aggregate",Furniture,Furnishings,26.93,9.6
PD-1403,Roy Ltd enhance,Office Supplies,Binders,19.47,5.38
PD-1404,Johnson Inc streamline,Technology,Phones,13.37,7.39
PD-1405,Brown-Mcgee incentivize,Office Supplies,Binders,10.68,4.98
PD-1406,Mcbride LLC iterate,Technology,Accessories,19.54,7.57
PD-1407,"Patrick, Crawford and Obrien incubate",Technology,Accessories,5.64,1.87
PD-1408,Wang Inc iterate,Furniture,Chairs,2.89,0.78
PD-1409,"Roberts, Gutierrez and Davis repurpose",Technology,Accessories,30.06,13.91
PD-1410,"Morris, Perkins and Taylor envisioneer",Furniture,Bookcases,3.84,1.68
PD-1411,Hopkins-Duarte strategize,Office Supplies,Fasteners,16.7,6.55
PD-1412,Hanson-Smith aggregate,Furniture,Furnishings,17.62,4.33
PD-1413,Schmidt-Cardenas revolutionize,Technology,Phones,30.3,7.76
PD-1414,Day and Sons repurpose,Technology,Phones,5.08,2.88
PD-1415,Lopez PLC optimize,Furniture,Bookcases,28.7,15.26
PD-1416,Reynolds PLC redefine,Office Supplies,Binders,9.52,5.37
PD-1417,Davis-Francis incentivize,Technology,Accessories,11.79,3.08
PD-1418,Bailey Group architect,Furniture,Bookcases,7.73,4.29
PD-1419,Fowler-Johnson incentivize,Furniture,Furnishings,26.29,12.48
PD-1420,"Palmer, Cooper and Dickson brand",Technology,Phones,3.28,1.27
PD-1421,"Vang, Lara and Sandoval transition",Office Supplies,Art,15.61,3.62
PD-1422,Mcdonald Group whiteboard,Technology,Accessories,10.33,2.74
PD-1423,Collins-Flores orchestrate,Technology,Accessories,13.45,6.42
PD-1424,Holmes-Rivera integrate,Technology,Accessories,5.46,1.76
PD-1425,Hull-Parsons facilitate,Office Supplies,Envelopes,9.04,4.63
PD-1426,Villegas Group streamline,Technology,Accessories,6.29,1.89
PD-1427,Ryan Ltd optimize,Technology,Accessories,17.88,5.95
PD-1428,Gray-Edwards productize,Office Supplies,Storage,9.0,3.18
PD-1429,Buck LLC engineer,Office Supplies,Storage,29.31,11.37
PD-1430,"Stewart, Cook and Perry grow",Office Supplies,Binders,9.78,4.23
PD-1431,"Peters, Peterson and Martin harness",Furniture,Furnishings,22.07,12.13
PD-1432,"Brown, Ramirez and Trujillo cultivate",Technology,Accessories,15.36,4.7
PD-1433,Robinson-Smith integrate,Office Supplies,Paper,15.66,6.35
PD-1434,Carpenter Ltd drive,Office Supplies,Paper,15.39,7.36
PD-1435,"Jackson, Crosby and Brown mesh",Furniture,Furnishings,7.37,1.8
PD-1436,Fox-Schmidt brand,Technology,Phones,25.02,14.83
PD-1437,Bowers PLC reinvent,Technology,Accessories,23.3,12.91
PD-1438,Green-Kirk empower,Furniture,Bookcases,2.68,1.36
PD-1439,Rodriguez LLC orchestrate,Technology,Accessories,22.68,12.23
PD-1440,"King, Singleton and Harding enable",Technology,Phones,7.97,3.44
PD-1441,Mccall-Sanchez scale,Office Supplies,Paper,22.41,11.04
PD-1442,"Clark, Thomas and Jones re-intermediate",Technology,Phones,28.45,10.56
PD-1443,"Davis, King and Christensen iterate",Office Supplies,Binders,12.54,7.15
PD-1444,Smith Ltd grow,Office Supplies,Binders,23.13,10.93
PD-1445,"Melendez, Blake and Harvey evolve",Office Supplies,Art,9.37,2.36
PD-1446,Hughes-Larson iterate,Furniture,Chairs,7.0,1.73
PD-1447,"Dunn, Kelly and Allison incubate",Technology,Accessories,11.76,2.96
PD-1448,Horton-Cook engineer,Furniture,Chairs,4.55,2.44
PD-1449,"Stewart, Thompson and Gonzales incubate",Office Supplies,Art,21.14,12.01
PD-1450,Brown-Smith mesh,Technology,Phones,18.58,8.45
PD-1451,"Dawson, Ortiz and Wilcox enable",Furniture,Furnishings,23.48,13.51
PD-1452,"Clements, Craig and Parsons generate",Technology,Phones,4.89,2.07
PD-1453,Johnson PLC target,Technology,Phones,28.63,8.17
PD-1454,"Short, Lindsey and Hines benchmark",Office Supplies,Envelopes,18.84,4.09
PD-1455,"Frank, Nguyen and Howard repurpose",Technology,Phones,21.21,10.27
PD-1456,"Ward, Brown and Martinez expedite",Furniture,Furnishings,28.32,8.44
PD-1457,Thompson and Sons orchestrate,Furniture,Furnishings,30.28,16.45
PD-1458,Logan PLC transition,Furniture,Furnishings,16.08,7.06
PD-1459,Richardson-Morgan transition,Furniture,Chairs,14.41,7.53
PD-1460,Cain LLC revolutionize,Furniture,Furnishings,16.14,8.39
PD-1461,Diaz-Gomez exploit,Furniture,Furnishings,7.44,4.28
PD-1462,Harvey Inc optimize,Furniture,Furnishings,11.37,6.82
PD-1463,Kramer Ltd benchmark,Office Supplies,Paper,8.46,2.08
PD-1464,Mccarty-Wheeler optimize,Technology,Accessories,15.2,5.45
PD-1465,Roberts-Johnson matrix,Furniture,Furnishings,14.42,7.24
PD-1466,Walker Inc reinvent,Technology,Accessories,20.14,9.77
PD-1467,Ellis-Franklin engage,Office Supplies,Art,4.43,1.78
PD-1468,Griffin Inc extend,Office Supplies,Art,18.4,7.84
PD-1469,Anthony LLC implement,Technology,Accessories,19.23,5.8
PD-1470,Lee PLC brand,Technology,Phones,28.76,7.08
PD-1471,"Hicks, Jones and Roach optimize",Office Supplies,Storage,17.49,7.46
PD-1472,"Taylor, Palmer and Martinez maximize",Furniture,Bookcases,4.8,2.16
PD-1473,"Torres, Warren and Peters transform",Technology,Phones,21.04,11.37
PD-1474,"Smith, Jones and Torres reinvent",Office Supplies,Paper,28.73,5.97
PD-1475,"Kane, Maddox and Gomez enable",Technology,Accessories,10.93,4.6
PD-1476,"Moore, Harris and Robbins evolve",Furniture,Bookcases,28.21,8.63
PD-1477,Lawson Group revolutionize,Technology,Accessories,16.81,8.01
PD-1478,Thomas LLC benchmark,Technology,Phones,30.01,12.64
PD-1479,Wilson Group target,Office Supplies,Fasteners,28.9,15.96
PD-1480,Johnson and Sons envisioneer,Technology,Accessories,16.79,7.54
PD-1481,Davidson-Smith optimize,Furniture,Bookcases,19.75,6.75
PD-1482,Martinez PLC enable,Technology,Accessories,17.3,4.09
PD-1483,Garcia-Fields repurpose,Furniture,Bookcases,10.61,5.39
PD-1484,Myers and Sons optimize,Technology,Phones,16.26,3.84
PD-1485,Griffith-Stanley strategize,Office Supplies,Fasteners,9.97,2.53
PD-1486,Griffin LLC harness,Technology,Accessories,13.76,2.94
PD-1487,"Reyes, Vaughn and Wiley embrace",Furniture,Chairs,19.45,10.55
PD-1488,"Hill, Hernandez and Mullins iterate",Technology,Accessories,29.28,14.95
PD-1489,Howell PLC envisioneer,Furniture,Furnishings,20.32,5.4
PD-1490,"Collins, Chang and Weiss productize",Office Supplies,Paper,8.08,2.58
PD-1491,"Bishop, Brown and Williams reinvent",Furniture,Furnishings,29.27,14.68
PD-1492,"Wright, Mcmillan and Lewis e-enable",Technology,Phones,29.89,6.48
PD-1493,Morgan-Mcdaniel syndicate,Furniture,Furnishings,10.44,5.99
PD-1494,"Mckay, Taylor and Malone re-intermediate",Furniture,Furnishings,22.94,7.52
PD-1495,"Kirby, Munoz and Cannon extend",Furniture,Chairs,4.74,1.22
PD-1496,"Bradley, Giles and Rice extend",Office Supplies,Paper,13.97,3.25
